Title,Authors,Year,Publisher,Citations,Link,References
Scaling data-constrained language models,"N Muennighoff, A Rush, B Barak… ",2023,proceedings,252,https://proceedings.neurips.cc/paper_files/paper/2023/hash/9d89448b63ce1e2e8dc7af72c984c196-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:7lT9hHta5KMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Language models of protein sequences at the scale of evolution enable accurate structure prediction,"Z Lin, H Akin, R Rao, B Hie, Z Zhu, W Lu… ",2022,biorxiv,618,https://www.biorxiv.org/content/10.1101/2022.07.20.500902v1.full.pdf?utm_campaign=M2D2%20Community%20Round-Up&utm_medium=email&utm_source=Revue%20newsletter,"https://scholar.google.com/scholar?q=related:X9QW0j7cFWsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
GAVEL: Generating games via evolution and language models,"G Todd, AG Padula, M Stephenson… ",2024,proceedings,13,https://proceedings.neurips.cc/paper_files/paper/2024/hash/c7b04e4e13bb77996d3ae2ff667231ac-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:Eja7OTAZM3oJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Probe before you talk: Towards black-box defense against backdoor unalignment for large language models,"B Yi, T Huang, S Chen, T Li, Z Liu, Z Chu… ",2025,openreview,2,https://openreview.net/forum?id=EbxYDBhE3S,"https://scholar.google.com/scholar?q=related:gk282lzn6OIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
PanGu-: Large-scale Autoregressive Pretrained Chinese Language Models with Auto-parallel Computation,"W Zeng, X Ren, T Su, H Wang, Y Liao, Z Wang… ",2021,arxiv,256,https://arxiv.org/abs/2104.12369,"https://scholar.google.com/scholar?q=related:EnWT1aOaUf4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Climatebert: A pretrained language model for climate-related text,"N Webersinke, M Kraus, JA Bingler… ",2021,arxiv,180,https://arxiv.org/abs/2110.12010,"https://scholar.google.com/scholar?q=related:GlAxO_8LaNcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Clinical application potential of large language model: a study based on thyroid nodules,"S Xia, Q Hua, Z Mei, W Xu, L Lai, M Wei, Y Qin, L Luo… ",2025,Springer,2,https://link.springer.com/article/10.1007/s12020-024-03981-3,"https://scholar.google.com/scholar?q=related:9q4jqfXLyI8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Can language models learn from explanations in context?,"AK Lampinen, I Dasgupta, SCY Chan… ",2022,arxiv,291,https://arxiv.org/abs/2204.02329,"https://scholar.google.com/scholar?q=related:p_fwta_Vv5YJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Pediabench: A comprehensive chinese pediatric dataset for benchmarking large language models,"Q Zhang, P Chen, J Li, L Feng, S Liu, H Zhao… ",2024,arxiv,2,https://arxiv.org/abs/2412.06287,"https://scholar.google.com/scholar?q=related:9hQcmgOYuv8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Selective annotation makes language models better few-shot learners,"H Su, J Kasai, CH Wu, W Shi, T Wang, J Xin… ",2022,arxiv,206,https://arxiv.org/abs/2209.01975,"https://scholar.google.com/scholar?q=related:PrgpAGp3WQIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
On the dangers of stochastic parrots: Can language models be too big?🦜,"EM Bender, T Gebru, A McMillan",2021,dl,6363,https://dl.acm.org/doi/abs/10.1145/3442188.3445922,"https://scholar.google.com/scholar?q=related:-frkS3CfwgUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models for conducting advanced text Analytics Information Systems Research,"B Ampel, CH Yang, J Hu, H Chen ",2025,dl,8,https://dl.acm.org/doi/abs/10.1145/3682069,"https://scholar.google.com/scholar?q=related:7dGiA1KtjpgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Prompt obfuscation for large language models,"D Pape, S Mavali, T Eisenhofer, L Schönherr ",2024,arxiv,4,https://arxiv.org/abs/2409.11026,"https://scholar.google.com/scholar?q=related:yk--8dThV1kJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"A Survey of Large Language Model-Based Generative AI for Text-to-SQL: Benchmarks, Applications, Use Cases, and Challenges","A Singh, A Shetty, A Ehtesham… ",2025,ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10903689/,"https://scholar.google.com/scholar?q=related:r-AEdxzAnIkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Reasoning on efficient knowledge paths: knowledge graph guides large language model for domain question answering,"B Jiang, Y Wang, Y Luo, D He… ",2024,ieeexplore,9,https://ieeexplore.ieee.org/abstract/document/10884449/,"https://scholar.google.com/scholar?q=related:JbMg581-5LUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Augmented language models: a survey,"G Mialon, R Dessì, M Lomeli, C Nalmpantis… ",2023,arxiv,525,https://arxiv.org/abs/2302.07842,"https://scholar.google.com/scholar?q=related:IlUoFaVzqa0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Matryoshka query transformer for large vision-language models,"W Hu, ZY Dou, L Li, A Kamath… ",2024,proceedings,9,https://proceedings.neurips.cc/paper_files/paper/2024/hash/59c147c7d4fdb732daea3064eab949bf-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:a_vUBdbbv8QJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Scalable modified Kneser-Ney language model estimation,"K Heafield, I Pouzyrevsky, JH Clark… ",2013,aclanthology,711,https://aclanthology.org/P13-2121.pdf,"https://scholar.google.com/scholar?q=related:TRIK988OlRcJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
oLMpics-on what language model pre-training captures,"A Talmor, Y Elazar, Y Goldberg… ",2020,direct,247,https://direct.mit.edu/tacl/article-abstract/doi/10.1162/tacl_a_00342/96476,"https://scholar.google.com/scholar?q=related:6SL6S8976pIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Fine Tuning Large Language Models for Medicine: The Role and Importance of Direct Preference Optimization,"T Savage, S Ma, A Boukil, V Patel, E Rangan… ",2024,arxiv,2,https://arxiv.org/abs/2409.12741,"https://scholar.google.com/scholar?q=related:-zbwIrEcOUMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large Language Models Are Active Critics in NLG Evaluation,"S Xu, J Hu, M Jiang ",2024,arxiv,2,https://arxiv.org/abs/2410.10724,"https://scholar.google.com/scholar?q=related:g3UgrHO9Rj0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Bathe: Defense against the jailbreak attack in multimodal large language models by treating harmful instruction as backdoor trigger,"Y Chen, H Li, Y Zhang, Z Zheng, Y Song… ",2024,arxiv,8,https://arxiv.org/abs/2408.09093,"https://scholar.google.com/scholar?q=related:7Trxn8BurjIJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Vila: On pre-training for visual language models,"J Lin, H Yin, W Ping, P Molchanov… ",2024,openaccess,329,http://openaccess.thecvf.com/content/CVPR2024/html/Lin_VILA_On_Pre-training_for_Visual_Language_Models_CVPR_2024_paper.html,"https://scholar.google.com/scholar?q=related:z6SZs_CuqVAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Sparse autoencoders reveal temporal difference learning in large language models,"C Demircan, T Saanum, AK Jagadish, M Binz… ",2024,arxiv,7,https://arxiv.org/abs/2410.01280,"https://scholar.google.com/scholar?q=related:o1P9lARifTAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
An Institutional Theory Framework for Leveraging Large Language Models for Policy Analysis and Intervention Design,"J de Curtò, I de Zarzà, LS Fervier, V Sanagustín",2025,mdpi,1,https://www.mdpi.com/1999-5903/17/3/96,"https://scholar.google.com/scholar?q=related:XVCVu4qdrr4J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
When not to trust language models: Investigating effectiveness of parametric and non-parametric memories,"A Mallen, A Asai, V Zhong, R Das, D Khashabi… ",2022,arxiv,446,https://arxiv.org/abs/2212.10511,"https://scholar.google.com/scholar?q=related:SuTIq2uwPvsJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Real: Resilience and adaptation using large language models on autonomous aerial robots,"A Tagliabue, K Kondo, T Zhao… ",2024,ieeexplore,12,https://ieeexplore.ieee.org/abstract/document/10885890/,"https://scholar.google.com/scholar?q=related:upwFvWb4oDEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large Language Models Struggle to Describe the Haystack without Human Help: Human-in-the-loop Evaluation of LLMs,"Z Li, L Calvo",2025,arxiv,1,https://arxiv.org/abs/2502.14748,"https://scholar.google.com/scholar?q=related:g7Uwn7Oo-5QJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Moe-llava: Mixture of experts for large vision-language models,"B Lin, Z Tang, Y Ye, J Cui, B Zhu, P Jin, J Huang… ",2024,arxiv,192,https://arxiv.org/abs/2401.15947,"https://scholar.google.com/scholar?q=related:m1fzjlM2S7EJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Release strategies and the social impacts of language models,"I Solaiman, M Brundage, J Clark, A Askell… ",2019,arxiv,668,https://arxiv.org/abs/1908.09203,"https://scholar.google.com/scholar?q=related:gDB9yTE2Cz8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Decoding with large-scale neural language models improves translation,"A Vaswani, Y Zhao, V Fossum… ",2013,aclanthology,305,https://aclanthology.org/D13-1140.pdf,"https://scholar.google.com/scholar?q=related:WlOMf2xynMUJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Scaling instruction-finetuned language models,"HW Chung, L Hou, S Longpre, B Zoph, Y Tay… ",2024,jmlr,3485,http://www.jmlr.org/papers/v25/23-0870.html,"https://scholar.google.com/scholar?q=related:aBPYjHTkkcAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Vlbiasbench: A comprehensive benchmark for evaluating bias in large vision-language model,"S Wang, X Cao, J Zhang, Z Yuan, S Shan… ",2024,arxiv,7,https://arxiv.org/abs/2406.14194,"https://scholar.google.com/scholar?q=related:5Z0jMB2kNZYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
"Large language models applied to health care tasks may improve clinical efficiency, value of care rendered, research, and medical education","KN Kunze, BU Nwachukwu, MP Cote… ",2025,Elsevier,2,https://www.sciencedirect.com/science/article/pii/S0749806324010478,"https://scholar.google.com/scholar?q=related:eZlszL7nxIQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Luk: Empowering log understanding with expert knowledge from large language models,"L Ma, W Yang, S Jiang, B Fei, M Zhou, S Li… ",2024,arxiv,1,https://arxiv.org/abs/2409.01909,"https://scholar.google.com/scholar?q=related:Lv1TF8xTZpgJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Mitigating order sensitivity in large language models for multiple-choice question tasks,"V Parlapalli, BS Ingole, MS Krishnappa… ",2024,lib-index,13,https://lib-index.com/index.php/IJAIRD/article/view/IJAIRD_02_02_010,"https://scholar.google.com/scholar?q=related:MbaJF9CL0tEJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Robbert: a dutch roberta-based language model,"P Delobelle, T Winters, B Berendt ",2001,arxiv,312,https://arxiv.org/abs/2001.06286,"https://scholar.google.com/scholar?q=related:lt9og43gpGMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Exploring automated assertion generation via large language models,"Q Zhang, W Sun, C Fang, B Yu, H Li, M Yan… ",2025,dl,5,https://dl.acm.org/doi/abs/10.1145/3699598,"https://scholar.google.com/scholar?q=related:VNH0EKQl1C8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large vocabulary speech recognition with multispan statistical language models,JR Bellegarda ,2000,ieeexplore,359,https://ieeexplore.ieee.org/abstract/document/817455/,"https://scholar.google.com/scholar?q=related:UBFQSsWSHiMJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Reasoning with language model prompting: A survey,"S Qiao, Y Ou, N Zhang, X Chen, Y Yao, S Deng… ",2022,arxiv,282,https://arxiv.org/abs/2212.09597,"https://scholar.google.com/scholar?q=related:tY-68gBdpN8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Elo uncovered: Robustness and best practices in language model evaluation,"M Boubdir, E Kim, B Ermis… ",2024,proceedings,31,https://proceedings.neurips.cc/paper_files/paper/2024/hash/bfba8efb806a970455b83b852c9cf846-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:2aHlK0uJPTQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
MatSciBERT: A materials domain language model for text mining and information extraction,"T Gupta, M Zaki, NMA Krishnan, Mausam ",2022,nature,188,https://www.nature.com/articles/s41524-022-00784-w,"https://scholar.google.com/scholar?q=related:aR2VhowrT70J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
One billion word benchmark for measuring progress in statistical language modeling,"C Chelba, T Mikolov, M Schuster, Q Ge… ",2013,arxiv,1324,https://arxiv.org/abs/1312.3005,"https://scholar.google.com/scholar?q=related:gxXQrzuGSRAJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Challenges in detoxifying language models,"J Welbl, A Glaese, J Uesato, S Dathathri… ",2021,arxiv,251,https://arxiv.org/abs/2109.07445,"https://scholar.google.com/scholar?q=related:KnwFnSDQYnwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Video-xl: Extra-long vision language model for hour-scale video understanding,"Y Shu, Z Liu, P Zhang, M Qin, J Zhou, Z Liang… ",2024,arxiv,18,https://arxiv.org/abs/2409.14485,"https://scholar.google.com/scholar?q=related:LODyNvIg9iQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Evaluating Large Vision-and-Language Models on Children's Mathematical Olympiads,"A Cherian, KC Peng, S Lohit… ",2024,proceedings,5,https://proceedings.neurips.cc/paper_files/paper/2024/hash/1cc12fb3d4033ad72d33a51f1d0ab5d0-Abstract-Datasets_and_Benchmarks_Track.html,"https://scholar.google.com/scholar?q=related:2hZFyXZVKKkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
CogniDual Framework: Self-Training Large Language Models within a Dual-System Theoretical Framework for Improving Cognitive Tasks,"Y Deng, X Qiu, X Tan, C Qu, J Pan… ",2025,"2025 …, 2025 - ieeexplore",4,https://ieeexplore.ieee.org/abstract/document/10887899/,"https://scholar.google.com/scholar?q=related:FZbAVD66a_0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Towards AI-assisted cardiology: a reflection on the performance and limitations of using large language models in clinical decision-making,"A Salihu, MA Gadiri, I Skalidis, D Meier… ",2023,pmc,10,https://pmc.ncbi.nlm.nih.gov/articles/PMC10687640/,"https://scholar.google.com/scholar?q=related:Rg_0A4k4GaQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Voxposer: Composable 3d value maps for robotic manipulation with language models,"W Huang, C Wang, R Zhang, Y Li, J Wu… ",2023,arxiv,492,https://arxiv.org/abs/2307.05973,"https://scholar.google.com/scholar?q=related:uBpvGKyF3WwJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Adversarial training for large neural language models,"X Liu, H Cheng, P He, W Chen, Y Wang… ",2020,arxiv,200,https://arxiv.org/abs/2004.08994,"https://scholar.google.com/scholar?q=related:jreFSbY_H-8J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Analyzing and mitigating object hallucination in large vision-language models,"Y Zhou, C Cui, J Yoon, L Zhang, Z Deng, C Finn… ",2023,arxiv,215,https://arxiv.org/abs/2310.00754,"https://scholar.google.com/scholar?q=related:1VwSNufMpXoJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Automatic construction accident report analysis using large language models (LLMs),"E Ahmadi, S Muley, C Wang ",2025,ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10918902/,"https://scholar.google.com/scholar?q=related:Q0V6G2V9BoYJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Coauthor: Designing a human-ai collaborative writing dataset for exploring language model capabilities,"M Lee, P Liang, Q Yang ",2022,dl,397,https://dl.acm.org/doi/abs/10.1145/3491102.3502030,"https://scholar.google.com/scholar?q=related:bJeLsSGc0-0J:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Unveiling the tapestry of consistency in large vision-language models,"Y Zhang, T Huang, CK Fan, H Dong… ",2024,proceedings,9,https://proceedings.neurips.cc/paper_files/paper/2024/hash/d6f094ba0f5ce1720466342f78031bdb-Abstract-Conference.html,"https://scholar.google.com/scholar?q=related:WyR4f3V_QxkJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
Large language models for simplified interventional radiology reports: a comparative analysis,"E Can, W Uller, K Vogt, MC Doppler, F Busch… ",2025,Elsevier,3,https://www.sciencedirect.com/science/article/pii/S1076633224006901,"https://scholar.google.com/scholar?q=related:eXMaIeruFrQJ:scholar.google.com/&scioq=Large+Language+Model&hl=en&as_sdt=0,5"
