Title,Authors,Year,Publisher,Citations,Link
Effective feature selection for improved prediction of heart disease,"ID Mienye, Y Sun ",2021, Springer,25,https://link.springer.com/chapter/10.1007/978-3-030-93314-2_6
Developing machine learning models for cardiovascular disease prediction,"VK Yarasuri, DS Reddy, PS Muneesh… ",2022, ieeexplore,6,https://ieeexplore.ieee.org/abstract/document/9908772/
Cardiovascular disease and diabetes disease prediction using machine learning and streamlit api,"M Manwal, T Maithani, S Mall… ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10428464/
 Heart Disease Prediction using Machine Learning Techniques Comparative Study,"S Zope, N Chaudhari, N Patil ",2021, academia,2,https://www.academia.edu/download/107106430/bee374e3c44a2faff4c678c133359816.pdf
Heart Disease Prediction: Optimization of Machine Learning Algorithms,"D Mondal, R Saini ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10101268/
 Involving machine learning techniques in heart disease diagnosis: a performance analysis,"BS Shukur, MM Mijwil ",2023, academia,50,https://www.academia.edu/download/97070820/95_28310_EMr_19sep22_30Apr22_22_F.pdf
A Comparative Study of Heart Disease Prediction Using Classification Techniques,"S Alshakrani, S Hilal ",2022, ieeexplore,5,https://ieeexplore.ieee.org/abstract/document/9765241/
 Heart Disease Classification–Based on the Best Machine Learning Model,"MM Rahma, AD Salman ",2022,2022,23,javascript:void(0)
Effective Heart Disease Prediction Using Machine Learning—Modified KNN,"T Jaya, M Mohan, MS Alam ",2022, Springer,1,https://link.springer.com/chapter/10.1007/978-981-19-3590-9_37
Comparison of heart disease prediction between basics and a Hybrid machine learning (ML) technique,"SJ Yu, KS Dollmat ",2024, pubs,0,https://pubs.aip.org/aip/acp/article-abstract/3153/1/020009/3299946
RSVM: A Promising Approach for Early Heart Disease Prediction,"S Roy, S Malik ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10421499/
Enhancing the performance of heart disease prediction from collecting Cleveland heart dataset using Bayesian Network,"UA Musa, SA Muhammad ",2022, ajol,4,https://www.ajol.info/index.php/jasem/article/view/227304
 Heart Disease Prediction using Artificial Intelligence and Machine Learning,N Chinmayi ,2023,2 …,1,https://sciresol.s3.dualstack.us-east-2.amazonaws.com/srs-j/ijpccr/Volume4_2023/issue_2/pdf/ijpccr-2023-11.pdf
 Heart disease prediction system using data mining and hybrid intelligent techniques: a review,J Vijayashree… ,2016, academia,65,https://www.academia.edu/download/102777962/4041dd610f78b6a5718e7ebe3cf6affb6f28.pdf
Innovative Approach: CNNs for Heart Disease Prediction,"S Kollem, P Krishna, S Peddakrishna… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10752241/
 Early prediction of heart disease with data analysis using supervised learning with stochastic gradient boosting,"AP Jawalkar, P Swetcha, N Manasvi… ",2023, Springer,19,https://link.springer.com/article/10.1186/s44147-023-00280-y
 Heart disease classification using optimized Machine learning algorithms,"MA Kadhim, AM Radhi ",2023,2023,53,/citations?user=jtcAnv4AAAAJ&hl=en&oe=ASCII&oi=sra
DRNN: Deep residual neural network for heart disease prediction,"N Xiao, Y Zou, Y Yin, P Liu, R Tang ",2020, iopscience,7,https://iopscience.iop.org/article/10.1088/1742-6596/1682/1/012065/meta
Heart Disease Prediction Using Ensemble Tree Algorithms: A Supervised Learning Perspective,E Sakyi,2025, Wiley Online Library,0,https://onlinelibrary.wiley.com/doi/abs/10.1155/acis/1989813
BagMOOV: A novel ensemble for heart disease prediction bootstrap aggregation with multi-objective optimized voting,"S Bashir, U Qamar, FH Khan ",2015, Springer,93,https://link.springer.com/article/10.1007/s13246-015-0337-6
GA-ESE: A high-performance heart disease classification using hybrid machine learning approach,"PK Kushwaha, A Dagur, D Shukla ",2023, taylorfrancis,16,https://www.taylorfrancis.com/chapters/edit/10.1201/9781032684994-14/ga-ese-high-performance-heart-disease-classification-using-hybrid-machine-learning-approach-pradeep-kumar-kushwaha-arvind-dagur-dhirendra-shukla
Enhanced heart disease prediction using hybrid random forest with linear model,"VV Mahale, NR Hiray, MV Korade ",2023, Springer,6,https://link.springer.com/chapter/10.1007/978-981-99-4577-1_31
Heart disease prediction using machine learning models,HY Zhang ,2023, spiedigitallibrary,1,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12789/127890O/Heart-disease-prediction-using-machine-learning-models/10.1117/12.2692214.short
Explainable Artificial Intelligence based ML Models for Heart Disease Prediction,"S Kommineni, S Muddana… ",2024, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10638388/
Analysis and prediction of heart disease based on machine learning algorithms,H Yu ,2023, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/10248219/
Smart heart disease prediction and amalgamation tracking system,"AK Shanmugaraj, A Nagaradjane… ",2024, hrcak,2,https://hrcak.srce.hr/316637
Heart Disease Prediction using Machine Learning,"ENV Kumari, SJ Hussain, TS Reddy… ",2024, ieeexplore,0,https://ieeexplore.ieee.org/abstract/document/10810769/
IoT based monitoring model to identifying and classifying heart disease through machine learning,"S Kumar, GK Shrivastava ",2023, taylorfrancis,2,https://www.taylorfrancis.com/chapters/edit/10.1201/9781032684994-64/iot-based-monitoring-model-identifying-classifying-heart-disease-machine-learning-parisha-santosh-kumar-gaurav-kumar-shrivastava
A Statistical Analysis for Heart Disease Prediction System for Next-Gen Software,"A Yadav, S Kulpriya, D Upadhyay ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10140436/
Ensemble learning for coronary heart disease prediction,"L Riyaz, MA Butt, M Zaman ",2022, ieeexplore,4,https://ieeexplore.ieee.org/abstract/document/9848292/
A Comparative Study of Machine Learning classifiers to analyze the Precision of Myocardial Infarction prediction,"RH Khan, J Miah, SAA Nipun… ",2023, ieeexplore,37,https://ieeexplore.ieee.org/abstract/document/10099059/
EARLY Heart Disease Prediction with Minimal Attributes using Machine Learning,"S Aziz, Z Aslam, M Rizwan… ",2020, journals,3,https://journals.uol.edu.pk/pakjet/article/view/539
Optimized levy flight model for heart disease prediction using CNN framework in big data application,"A Jain, ACS Rao, PK Jain, YC Hu ",2023, Elsevier,40,https://www.sciencedirect.com/science/article/pii/S0957417423003603
Transforming the Prediction of Heart Disease: An Empirical Analysis of Machine Learning Classifiers,"T Soni, D Gupta, M Uppal ",2023, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10450101/
Optimized convolutional neural network using grasshopper optimization technique for enhanced heart disease prediction,"S Polepaka, RP Ram Kumar, D Palakurthy… ",2024, Taylor & Francis,2,https://www.tandfonline.com/doi/abs/10.1080/23311916.2024.2423847
A Study of Heart Disease Prediction Using Machine Learning,"S Saha, S Das Gupta, P Pal, S Mondal ",2024, Springer,0,https://link.springer.com/chapter/10.1007/978-981-97-4496-1_26
 Heart Disease Prediction Using Machine Learning Techniques,SB Gubbala ,2022, academia,1,https://www.academia.edu/download/93571086/IRJET_V9I1014.pdf
Identification of significant features and data mining techniques in predicting heart disease,"MS Amin, YK Chiam, KD Varathan ",2019, Elsevier,603,https://www.sciencedirect.com/science/article/pii/S0736585318308876
Cardiovascular Disease Prediction using Machine Learning Algorithms.,"MB Nirmala, HR KR, M Sah… ",2021, search,6,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23955287&AN=152542833&h=z9RA1QtzN2H9%2FdL5q3fVII61%2BV5p%2BAwm9oLAP3lc5%2F5igo5WmnltulgwjprynpWtii9KknBnrt5hWmXbFYtKcA%3D%3D&crl=c
 Heart disease prediction using Naïve Bayes,"G Singh, K Bagwe, S Shanbhag, S Singh… ",2017, academia,15,https://www.academia.edu/download/52714258/IRJET-V4I3212.pdf
Heart Disease Prediction using Supervised Learning Classifiers,"MT Rahman, MSF Uddin… ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10441175/
 Survey on heart disease prediction system based on data mining techniques,"M Thiyagaraj, G Suseendran ",2017, researchgate,14,https://www.researchgate.net/profile/Suseendran-G/publication/324859123_Survey_on_heart_disease_prediction_system_based_on_data_mining_techniques/links/5ae7d2b8a6fdcc03cd8dbb65/Survey-on-heart-disease-prediction-system-based-on-data-mining-techniques.pdf
Heart disease prediction using an optimized extreme learning machine with bacterial colony optimization,"P Vigneshvaran, AV Kathiravan ",2022, ieeexplore,7,https://ieeexplore.ieee.org/abstract/document/9952051/
Boosting the accuracy of cardiovascular disease prediction through SMOTE,"R Punugoti, V Dutt, A Kumar… ",2023, ieeexplore,31,https://ieeexplore.ieee.org/abstract/document/10263703/
Utilizing Machine Learning for the Early Detection of Coronary Heart Disease,"SH Mohialdin, LQ Abdulrahman, MH Al",2024, etasr,4,https://www.etasr.com/index.php/ETASR/article/view/8171
 A comparative evaluation of machine learning ensemble approaches for disease prediction using multiple datasets,"P Mahajan, S Uddin, F Hajati, MA Moni, E Gide ",2024, Springer,14,https://link.springer.com/article/10.1007/s12553-024-00835-w
,"S Howlader, T Biswas, A Roy, G Mortuja… ",2023,press,1,https://www.mecs-press.org/ijitcs/ijitcs-v15-n5/IJITCS-V15-N5-5.pdf
 A machine learning approach to cardiovascular disease prediction with advanced feature selection,"A Abdullahi, M Ali Barre… ",2024, academia,8,https://www.academia.edu/download/118645419/17966.pdf
Development of an efficient novel method for coronary artery disease prediction using machine learning and deep learning techniques,"CMM Mansoor, SK Chettri… ",2024, journals,3,https://journals.sagepub.com/doi/abs/10.3233/THC-240740
Machine Learning in Health: A Study on Heart Disease Prediction,"G Kara, LÖ Polat ",2025,global,0,https://www.igi-global.com/chapter/machine-learning-in-health/362375
Interactive thyroid disease prediction system using machine learning technique,"A Tyagi, R Mehra, A Saxena ",2018, ieeexplore,138,https://ieeexplore.ieee.org/abstract/document/8745910/
Machine Learning‐Based Model to Predict Heart Disease in Early Stage Employing Different Feature Selection Techniques,"N Biswas, MM Ali, MA Rahaman… ",2023, Wiley Online Library,52,https://onlinelibrary.wiley.com/doi/abs/10.1155/2023/6864343
Machine learning based lung disease prediction using convolutional neural network algorithm,"MS Sheela, G Amirthayogam… ",2024, mesopotamian,7,https://mesopotamian.press/journals/index.php/MJAIH/article/view/409
Heart disease prediction using stacked ensemble technique,"RA Vasudev, B Anitha, G Manikandan… ",2020, journals,7,https://journals.sagepub.com/doi/abs/10.3233/JIFS-189145
Enhancing predictive accuracy: impact of feature selection on heart disease prediction with machine learning models,"JF Aradan, A Pawar ",2023, researchsquare,1,https://www.researchsquare.com/article/rs-3545152/latest
 Comparison of the performance of machine learning algorithms in predicting heart disease,S Yousefi ,2021, pdfs,11,https://pdfs.semanticscholar.org/6442/94eef8bdfb886da7a000bb8068c8a33a4a11.pdf
Review on cardiovascular disease prediction using machine learning algorithm,"PV Adhishayaa, V Gomathi… ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10128403/
"Web-Based Heart Disease Prediction by Comparison and Implementation of SVM, AdaBoost, and Hybrid SVM-AdaBoost Algorithms","MH Fadly, ME Johan ",2023, ieeexplore,2,https://ieeexplore.ieee.org/abstract/document/10428512/
Heart disease prediction system,"S Mishra, SV Neurkar, R Patil, S Petkar ",2021, ijeap,6,https://ijeap.org/ijeap/article/view/18
Hybrid Ensemble and Features Selection for Heart Disease Prediction Using Machine Learning.,"S Zope, N Chaudhari, N Patil ",2022, search,2,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=13925369&AN=159789775&h=3209oEdWRugC3WAVF03TzYVhD0SSzVgdO3Iz%2FPw2SksPMIFqKh7YxSGvkgvyLmVXvuiNOg7g0HzjDHMJ3Xln%2FQ%3D%3D&crl=c
Cardiovascular disease prediction using patient history and real time monitoring,"K Ananthajothi, J David, A Kavin ",2024, ieeexplore,13,https://ieeexplore.ieee.org/abstract/document/10467488/
An optimally configured and improved deep belief network (OCI-DBN) approach for heart disease prediction based on Ruzzo–Tompa and stacked genetic algorithm,"SA Ali, B Raza, AK Malik, AR Shahid, M Faheem… ",2020, ieeexplore,82,https://ieeexplore.ieee.org/abstract/document/9056825/
A study on performance improvement of heart disease prediction by attribute selection methods,"K Akyol, Ü Atila ",2019, dergipark,9,https://dergipark.org.tr/en/pub/apjes/issue/40960/500131
 A comprehensive study on disease risk predictions in machine learning,"G Saranya, A Pravin ",2020, academia,60,https://www.academia.edu/download/64117536/34%2021109%2029feb%2022feb%204oct19%20M.pdf
 Heart disease prediction using Naive Bayes algorithm and Laplace Smoothing technique,"V Cherian, MS Bindu ",2017, academia,64,https://www.academia.edu/download/52229596/IJCST-V5I2P13.pdf
 A Relative Study of Heart Disease Prediction Using Machine Learning Techniques,"J Singh, N Bhadu ",2022, csjournals,1,http://www.csjournals.com/IJITKM/PDF%2015-2/5.%20Jas.pdf
 An ideally designed deep trust network model for heart disease prediction based on seagull optimization and Ruzzo Tompa algorithm,"Y Jin, Y Lai, AN Hoshyar, N Innab, M Shutaywi… ",2025, nature,0,https://www.nature.com/articles/s41598-025-89348-8
 Determination of significant features for building an efficient heart disease prediction system,"E Maini, B Venkateswarlu, A Gupta ",2019, academia,5,https://www.academia.edu/download/100749482/B3393078219.pdf
Diagnosis of heart disease using internet of things and machine learning algorithms,"A Kishor, W Jeberson ",2021, Springer,58,https://link.springer.com/chapter/10.1007/978-981-16-0733-2_49
 Decision support system for heart disease prediction using data mining techniques,"A Makwana, J Patel ",2015, Citeseer,12,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d9a81f99c966d031a318b80935eb2d3fba8b8440
 Diseases prediction model using machine learning technique,SV Awari ,2021, academia,3,https://www.academia.edu/download/67268994/7918.pdf
 Influence of optimal hyperparameters on the performance of machine learning algorithms for predicting heart disease,"GN Ahamad, Shafiullah, H Fatima, Imdadullah… ",2023, mdpi,31,https://www.mdpi.com/2227-9717/11/3/734
 An Extensive Survey on Heart Disease Prediction,"SJ Selvakumari, S Fernandez… ",2021, iqac,4,https://iqac.kamarajcollege.ac.in/wp-content/uploads/3.3.2-An-Extensive-Survey-on-Heart-Disease-Prediction.pdf
Machine Learning based Mobile App for Heart Disease Prediction,"SD Reddy, S Lohitha, F Shaik ",2023, ieeexplore,1,https://ieeexplore.ieee.org/abstract/document/10099714/
Enhancing heart disease prediction with multiple imputation and feature selection in xgboost,"LCS Reddy, SG Pasha, HB Bandela… ",2024, ieeexplore,3,https://ieeexplore.ieee.org/abstract/document/10551113/
